SNR (dB),BER,CSI,modulation_rate,modulation_rate_index,Ber Threshold
11.01029996,2.17e-05,1.128503717,4qam_0.75,1,0.05
11.11029996,2.05e-05,1.124602076,4qam_0.75,1,0.05
11.21029996,1.45e-05,1.125710476,4qam_0.75,1,0.05
11.31029996,1.81e-05,1.120363958,4qam_0.75,1,0.05
11.41029996,3.74e-05,1.120652646,4qam_0.75,1,0.05
11.51029996,1.09e-05,1.118396689,4qam_0.75,1,0.05
11.52059991,0.049362319,1.160084594,qam16_0.5,2,0.05
11.62059991,0.044198068,1.156349454,qam16_0.5,2,0.05
11.72059991,0.038833333,1.156668699,qam16_0.5,2,0.05
11.82059991,0.033425121,1.152652393,qam16_0.5,2,0.05
11.92059991,0.029675121,1.149523871,qam16_0.5,2,0.05
12.02059991,0.025438406,1.148228952,qam16_0.5,2,0.05
12.12059991,0.020672705,1.145468263,qam16_0.5,2,0.05
12.22059991,0.018497585,1.140053155,qam16_0.5,2,0.05
12.32059991,0.016327295,1.135445904,qam16_0.5,2,0.05
12.42059991,0.012838164,1.135798961,qam16_0.5,2,0.05
12.52059991,0.011134058,1.131650138,qam16_0.5,2,0.05
12.62059991,0.01053744,1.132080986,qam16_0.5,2,0.05
12.72059991,0.008282609,1.129272266,qam16_0.5,2,0.05
12.82059991,0.006562802,1.125674036,qam16_0.5,2,0.05
12.92059991,0.006398551,1.125675724,qam16_0.5,2,0.05
13.02059991,0.004798309,1.121292204,qam16_0.5,2,0.05
13.12059991,0.048474638,1.071662923,qam16_0.75,3,0.05
13.22059991,0.040733092,1.069888859,qam16_0.75,3,0.05
13.32059991,0.035035024,1.067650371,qam16_0.75,3,0.05
13.42059991,0.03065942,1.065366279,qam16_0.75,3,0.05
13.52059991,0.026299517,1.068353189,qam16_0.75,3,0.05
13.62059991,0.022799517,1.0646716,qam16_0.75,3,0.05
13.72059991,0.019516908,1.062759311,qam16_0.75,3,0.05
13.82059991,0.016496377,1.062683481,qam16_0.75,3,0.05
13.92059991,0.013451691,1.060708925,qam16_0.75,3,0.05
14.02059991,0.010858696,1.056598558,qam16_0.75,3,0.05
14.12059991,0.009766908,1.058065258,qam16_0.75,3,0.05
14.22059991,0.00797343,1.057021213,qam16_0.75,3,0.05
14.32059991,0.007455314,1.057254018,qam16_0.75,3,0.05
14.42059991,0.005049517,1.052230073,qam16_0.75,3,0.05
14.52059991,0.004682367,1.05338663,qam16_0.75,3,0.05
14.62059991,0.003926329,1.052095202,qam16_0.75,3,0.05
14.72059991,0.002804348,1.051064387,qam16_0.75,3,0.05
14.82059991,0.002525362,1.050581576,qam16_0.75,3,0.05
14.92059991,0.002194444,1.04835748,qam16_0.75,3,0.05
15.02059991,0.001533816,1.048512047,qam16_0.75,3,0.05
15.12059991,0.001307971,1.044833303,qam16_0.75,3,0.05
15.22059991,0.00105314,1.047352568,qam16_0.75,3,0.05
15.32059991,0.00089372,1.04653811,qam16_0.75,3,0.05
15.42059991,0.000748792,1.044575423,qam16_0.75,3,0.05
15.52059991,0.000507246,1.042049478,qam16_0.75,3,0.05
15.62059991,0.000607488,1.04169917,qam16_0.75,3,0.05
15.72059991,0.000309179,1.042726364,qam16_0.75,3,0.05
15.82059991,0.000285024,1.040223436,qam16_0.75,3,0.05
15.92059991,0.000272947,1.041512279,qam16_0.75,3,0.05
16.02059991,0.000317633,1.039333326,qam16_0.75,3,0.05
16.12059991,0.000152174,1.037570276,qam16_0.75,3,0.05
16.22059991,0.000105072,1.037078028,qam16_0.75,3,0.05
16.32059991,0.000115942,1.036898289,qam16_0.75,3,0.05
16.42059991,7.61e-05,1.037435991,qam16_0.75,3,0.05
16.52059991,2.78e-05,1.035383668,qam16_0.75,3,0.05
16.62059991,8.7e-05,1.034193617,qam16_0.75,3,0.05
16.72059991,2.78e-05,1.034676619,qam16_0.75,3,0.05
16.82059991,3.5e-05,1.033702829,qam16_0.75,3,0.05
16.92059991,2.78e-05,1.032747302,qam16_0.75,3,0.05
17.02059991,2.42e-05,1.030653415,qam16_0.75,3,0.05
17.12059991,3.62e-05,1.032336657,qam16_0.75,3,0.05
17.22059991,4.59e-05,1.029870934,qam16_0.75,3,0.05
17.32059991,9.66e-06,1.029608568,qam16_0.75,3,0.05
17.42059991,2.05e-05,1.030106238,qam16_0.75,3,0.05
17.52059991,5.43e-05,1.029424273,qam16_0.75,3,0.05
17.62059991,2.54e-05,1.027598967,qam16_0.75,3,0.05
17.72059991,2.05e-05,1.028814294,qam16_0.75,3,0.05
17.82059991,2.29e-05,1.025919763,qam16_0.75,3,0.05
17.92059991,4.95e-05,1.02537362,qam16_0.75,3,0.05
18.02059991,2.42e-05,1.025235073,qam16_0.75,3,0.05
18.12059991,1.81e-05,1.024688584,qam16_0.75,3,0.05
18.22059991,2.17e-05,1.023361056,qam16_0.75,3,0.05
18.32059991,4.35e-05,1.024709766,qam16_0.75,3,0.05
18.42059991,3.02e-05,1.025254028,qam16_0.75,3,0.05
18.52059991,2.05e-05,1.023907882,qam16_0.75,3,0.05
18.62059991,1.93e-05,1.021786292,qam16_0.75,3,0.05
18.6815125,0.047184783,1.027331998,qam64_0.75,4,0.05
18.7815125,0.042437198,1.024904558,qam64_0.75,4,0.05
18.8815125,0.037612319,1.024316997,qam64_0.75,4,0.05
18.9815125,0.035321256,1.024171477,qam64_0.75,4,0.05
19.0815125,0.02788285,1.023738789,qam64_0.75,4,0.05
19.1815125,0.02571256,1.023220238,qam64_0.75,4,0.05
19.2815125,0.023283816,1.022147048,qam64_0.75,4,0.05
19.3815125,0.018320048,1.022685157,qam64_0.75,4,0.05
19.4815125,0.01588285,1.021987874,qam64_0.75,4,0.05
19.5815125,0.012743961,1.021205034,qam64_0.75,4,0.05
19.6815125,0.012650966,1.020781007,qam64_0.75,4,0.05
19.7815125,0.010200483,1.022497,qam64_0.75,4,0.05
19.8815125,0.008012077,1.018966133,qam64_0.75,4,0.05
19.9815125,0.007178744,1.019356509,qam64_0.75,4,0.05
20.0815125,0.00527657,1.019346756,qam64_0.75,4,0.05
20.1815125,0.005369565,1.01869315,qam64_0.75,4,0.05
20.2815125,0.004138889,1.018213868,qam64_0.75,4,0.05
20.3815125,0.003118357,1.018172781,qam64_0.75,4,0.05
20.4815125,0.003142512,1.016555647,qam64_0.75,4,0.05
20.5815125,0.002743961,1.017193355,qam64_0.75,4,0.05
20.6815125,0.001897343,1.016628773,qam64_0.75,4,0.05
20.7815125,0.001614734,1.017058852,qam64_0.75,4,0.05
20.8815125,0.001398551,1.01633716,qam64_0.75,4,0.05
20.9815125,0.001028986,1.013087386,qam64_0.75,4,0.05
21.0815125,0.001100242,1.016185941,qam64_0.75,4,0.05
21.1815125,0.000772947,1.014718233,qam64_0.75,4,0.05
21.2815125,0.000618357,1.015503313,qam64_0.75,4,0.05
21.3815125,0.000359903,1.013874851,qam64_0.75,4,0.05
21.4815125,0.000433575,1.013714227,qam64_0.75,4,0.05
21.5815125,0.000347826,1.014061492,qam64_0.75,4,0.05
21.6815125,0.000300725,1.013146491,qam64_0.75,4,0.05
21.7815125,0.000246377,1.014132877,qam64_0.75,4,0.05
21.8815125,0.000213768,1.012988201,qam64_0.75,4,0.05
21.9815125,0.000206522,1.014307715,qam64_0.75,4,0.05
22.0815125,0.000160628,1.013398349,qam64_0.75,4,0.05
22.1815125,0.000173913,1.011676371,qam64_0.75,4,0.05
22.2815125,0.000103865,1.012247877,qam64_0.75,4,0.05
22.3815125,0.000114734,1.011333509,qam64_0.75,4,0.05
22.4815125,6.28e-05,1.011015222,qam64_0.75,4,0.05
22.5815125,8.82e-05,1.012251246,qam64_0.75,4,0.05
22.6815125,8.09e-05,1.012300945,qam64_0.75,4,0.05
22.7815125,6.4e-05,1.010950009,qam64_0.75,4,0.05
22.8815125,7.13e-05,1.009719605,qam64_0.75,4,0.05
22.9815125,7.37e-05,1.011108451,qam64_0.75,4,0.05
23.0815125,9.42e-05,1.010420184,qam64_0.75,4,0.05
23.1815125,4.35e-05,1.010250122,qam64_0.75,4,0.05
23.2815125,6.88e-05,1.009339155,qam64_0.75,4,0.05
23.3815125,7.61e-05,1.010148709,qam64_0.75,4,0.05
23.4815125,5.19e-05,1.008663421,qam64_0.75,4,0.05
23.5815125,5.31e-05,1.008748416,qam64_0.75,4,0.05
23.6815125,7e-05,1.008584476,qam64_0.75,4,0.05
23.7815125,6.88e-05,1.008171341,qam64_0.75,4,0.05
23.8815125,6.4e-05,1.008750305,qam64_0.75,4,0.05
23.9815125,5.31e-05,1.00825085,qam64_0.75,4,0.05
24.0815125,5.19e-05,1.008148599,qam64_0.75,4,0.05
24.1815125,7e-05,1.006443989,qam64_0.75,4,0.05
24.2815125,4.71e-05,1.008314008,qam64_0.75,4,0.05
24.3815125,5.07e-05,1.007982397,qam64_0.75,4,0.05
24.4815125,5.07e-05,1.007276293,qam64_0.75,4,0.05
24.5815125,4.47e-05,1.007266568,qam64_0.75,4,0.05
24.6815125,5.31e-05,1.007722794,qam64_0.75,4,0.05
24.7815125,4.23e-05,1.006855575,qam64_0.75,4,0.05
24.8815125,5.19e-05,1.00790201,qam64_0.75,4,0.05
24.9815125,4.95e-05,1.006115064,qam64_0.75,4,0.05
25.0815125,6.4e-05,1.006758471,qam64_0.75,4,0.05
25.1815125,5.07e-05,1.005678978,qam64_0.75,4,0.05
25.2815125,4.83e-05,1.006244322,qam64_0.75,4,0.05
25.3815125,5.43e-05,1.005687784,qam64_0.75,4,0.05
25.4815125,5.07e-05,1.00501791,qam64_0.75,4,0.05
25.5815125,7.97e-05,1.005831836,qam64_0.75,4,0.05
25.6815125,5.8e-05,1.004848888,qam64_0.75,4,0.05
25.7815125,5.19e-05,1.005404848,qam64_0.75,4,0.05
25.8815125,5.56e-05,1.005794904,qam64_0.75,4,0.05
25.9815125,6.04e-05,1.005273231,qam64_0.75,4,0.05
26.0815125,6.16e-05,1.005630378,qam64_0.75,4,0.05
26.1815125,6.64e-05,1.004877422,qam64_0.75,4,0.05
26.2815125,5.07e-05,1.005181632,qam64_0.75,4,0.05
26.3815125,5.92e-05,1.005446491,qam64_0.75,4,0.05
26.4815125,5.43e-05,1.005051118,qam64_0.75,4,0.05
26.5815125,6.04e-05,1.004201906,qam64_0.75,4,0.05
26.6815125,6.28e-05,1.004576493,qam64_0.75,4,0.05
26.7815125,4.71e-05,1.003973896,qam64_0.75,4,0.05
26.8815125,4.35e-05,1.003501203,qam64_0.75,4,0.05
26.9815125,5.19e-05,1.005347662,qam64_0.75,4,0.05
27.0815125,5.07e-05,1.004622175,qam64_0.75,4,0.05
27.1815125,6.04e-05,1.003119286,qam64_0.75,4,0.05
27.2815125,7.85e-05,1.003088194,qam64_0.75,4,0.05
27.3815125,5.68e-05,1.003710987,qam64_0.75,4,0.05
27.4815125,5.8e-05,1.003552405,qam64_0.75,4,0.05
27.5815125,7e-05,1.004040185,qam64_0.75,4,0.05
27.6815125,7.97e-05,1.004247045,qam64_0.75,4,0.05
27.7815125,5.56e-05,1.003446932,qam64_0.75,4,0.05
27.8815125,5.8e-05,1.003105622,qam64_0.75,4,0.05
27.9815125,6.16e-05,1.003659262,qam64_0.75,4,0.05
28.0815125,6.52e-05,1.003215975,qam64_0.75,4,0.05
28.1815125,5.68e-05,1.003487642,qam64_0.75,4,0.05
28.2815125,6.64e-05,1.002475641,qam64_0.75,4,0.05
28.3815125,6.16e-05,1.003837998,qam64_0.75,4,0.05
28.4815125,6.16e-05,1.003377249,qam64_0.75,4,0.05
28.5815125,4.35e-05,1.003150848,qam64_0.75,4,0.05
28.6815125,5.19e-05,1.002952491,qam64_0.75,4,0.05
28.7815125,7.13e-05,1.002706115,qam64_0.75,4,0.05
28.8815125,6.88e-05,1.002678737,qam64_0.75,4,0.05
28.9815125,5.68e-05,1.002895467,qam64_0.75,4,0.05
29.0815125,4.95e-05,1.002706561,qam64_0.75,4,0.05
29.1815125,4.23e-05,1.00185464,qam64_0.75,4,0.05
29.2815125,6.52e-05,1.002568258,qam64_0.75,4,0.05
29.3815125,6.64e-05,1.002422084,qam64_0.75,4,0.05
29.4815125,5.31e-05,1.002524143,qam64_0.75,4,0.05
29.5815125,6.76e-05,1.002817787,qam64_0.75,4,0.05
29.6815125,6.04e-05,1.002208517,qam64_0.75,4,0.05
29.7815125,5.8e-05,1.002439895,qam64_0.75,4,0.05
29.8815125,4.59e-05,1.002188769,qam64_0.75,4,0.05
29.9815125,4.83e-05,1.002738032,qam64_0.75,4,0.05
3.7,0.009524155,1.639030016,bpsk_0.5,0,0.01
3.8,0.007762077,1.626762104,bpsk_0.5,0,0.01
3.9,0.006113527,1.616783256,bpsk_0.5,0,0.01
4.0,0.005054348,1.605877436,bpsk_0.5,0,0.01
4.1,0.003996377,1.594478328,bpsk_0.5,0,0.01
4.2,0.003083333,1.585201565,bpsk_0.5,0,0.01
4.3,0.002891304,1.572527235,bpsk_0.5,0,0.01
4.4,0.002160628,1.562160806,bpsk_0.5,0,0.01
4.5,0.001676329,1.556306026,bpsk_0.5,0,0.01
4.6,0.001481884,1.541227868,bpsk_0.5,0,0.01
4.7,0.001268116,1.536399879,bpsk_0.5,0,0.01
4.8,0.000832126,1.525174595,bpsk_0.5,0,0.01
4.9,0.000830918,1.518181909,bpsk_0.5,0,0.01
5.0,0.000597826,1.507488289,bpsk_0.5,0,0.01
5.1,0.000448068,1.496123783,bpsk_0.5,0,0.01
5.2,0.000402174,1.488640679,bpsk_0.5,0,0.01
5.3,0.000292271,1.47922461,bpsk_0.5,0,0.01
5.4,0.000205314,1.470802769,bpsk_0.5,0,0.01
5.5,0.000187198,1.462013968,bpsk_0.5,0,0.01
5.6,0.000148551,1.454987079,bpsk_0.5,0,0.01
5.7,0.000118357,1.444740993,bpsk_0.5,0,0.01
5.8,8.33e-05,1.439995153,bpsk_0.5,0,0.01
5.9,5.56e-05,1.432396194,bpsk_0.5,0,0.01
6.0,4.83e-05,1.424393643,bpsk_0.5,0,0.01
6.1,2.66e-05,1.416396696,bpsk_0.5,0,0.01
6.2,2.42e-05,1.410279463,bpsk_0.5,0,0.01
6.3,4.47e-05,1.399872707,bpsk_0.5,0,0.01
6.4,1.57e-05,1.393204704,bpsk_0.5,0,0.01
6.5,1.81e-05,1.385132478,bpsk_0.5,0,0.01
6.6,2.17e-05,1.377166236,bpsk_0.5,0,0.01
6.7,8.45e-06,1.372665526,bpsk_0.5,0,0.01
6.8,2.42e-05,1.365603045,bpsk_0.5,0,0.01
6.9,6.04e-06,1.360257489,bpsk_0.5,0,0.01
7.0,2.42e-06,1.351545039,bpsk_0.5,0,0.01
7.1,8.45e-06,1.34752341,bpsk_0.5,0,0.01
7.2,2.42e-06,1.340079815,bpsk_0.5,0,0.01
7.3,8.45e-06,1.333777678,bpsk_0.5,0,0.01
7.4,6.04e-06,1.327096928,bpsk_0.5,0,0.01
7.5,8.45e-06,1.320857856,bpsk_0.5,0,0.01
7.6,9.66e-06,1.317423439,bpsk_0.5,0,0.01
7.610299957,0.009667874,1.253326637,4qam_0.75,1,0.01
7.710299957,0.00777657,1.248174677,4qam_0.75,1,0.01
7.810299957,0.006333333,1.238052008,4qam_0.75,1,0.01
7.910299957,0.005101449,1.234838285,4qam_0.75,1,0.01
8.010299957,0.004861111,1.230478325,4qam_0.75,1,0.01
8.110299957,0.00314372,1.226054577,4qam_0.75,1,0.01
8.210299957,0.002588164,1.223491223,4qam_0.75,1,0.01
8.310299957,0.00223913,1.218687555,4qam_0.75,1,0.01
8.410299957,0.001969807,1.214776219,4qam_0.75,1,0.01
8.510299957,0.00142029,1.207140966,4qam_0.75,1,0.01
8.610299957,0.000945652,1.208668653,4qam_0.75,1,0.01
8.710299957,0.000781401,1.202456865,4qam_0.75,1,0.01
8.810299957,0.000559179,1.199881696,4qam_0.75,1,0.01
8.910299957,0.000545894,1.194436383,4qam_0.75,1,0.01
9.010299957,0.00051087,1.190999864,4qam_0.75,1,0.01
9.110299957,0.000254831,1.185130469,4qam_0.75,1,0.01
9.210299957,0.000317633,1.181185012,4qam_0.75,1,0.01
9.310299957,0.000157005,1.17995404,4qam_0.75,1,0.01
9.410299957,0.000188406,1.17913357,4qam_0.75,1,0.01
9.510299957,0.000105072,1.173263171,4qam_0.75,1,0.01
9.610299957,9.54e-05,1.168862035,4qam_0.75,1,0.01
9.710299957,0.000101449,1.166098277,4qam_0.75,1,0.01
9.810299957,4.23e-05,1.165704756,4qam_0.75,1,0.01
9.910299957,5.31e-05,1.161081241,4qam_0.75,1,0.01
10.01029996,6.16e-05,1.158036692,4qam_0.75,1,0.01
10.11029996,2.05e-05,1.154158203,4qam_0.75,1,0.01
10.21029996,2.78e-05,1.153022577,4qam_0.75,1,0.01
10.31029996,1.81e-05,1.147773025,4qam_0.75,1,0.01
10.41029996,2.42e-05,1.143210121,4qam_0.75,1,0.01
10.51029996,3.02e-05,1.144555564,4qam_0.75,1,0.01
10.61029996,2.05e-05,1.143581594,4qam_0.75,1,0.01
10.71029996,1.81e-05,1.138341011,4qam_0.75,1,0.01
10.81029996,3.5e-05,1.138094664,4qam_0.75,1,0.01
10.91029996,3.62e-05,1.132938047,4qam_0.75,1,0.01
11.01029996,2.17e-05,1.132507289,4qam_0.75,1,0.01
11.11029996,2.66e-05,1.128816535,4qam_0.75,1,0.01
11.21029996,2.17e-05,1.124358283,4qam_0.75,1,0.01
11.31029996,1.81e-05,1.123345675,4qam_0.75,1,0.01
11.41029996,1.69e-05,1.122616473,4qam_0.75,1,0.01
11.51029996,1.21e-05,1.117603084,4qam_0.75,1,0.01
11.61029996,1.45e-05,1.119192095,4qam_0.75,1,0.01
11.71029996,3.62e-05,1.113246522,4qam_0.75,1,0.01
11.81029996,2.29e-05,1.113557323,4qam_0.75,1,0.01
11.91029996,8.45e-06,1.109055139,4qam_0.75,1,0.01
12.01029996,1.69e-05,1.10738439,4qam_0.75,1,0.01
12.11029996,7.25e-06,1.104390361,4qam_0.75,1,0.01
12.21029996,1.81e-05,1.103196843,4qam_0.75,1,0.01
12.31029996,3.14e-05,1.099763594,4qam_0.75,1,0.01
12.41029996,1.21e-05,1.101362062,4qam_0.75,1,0.01
12.51029996,1.21e-05,1.102173375,4qam_0.75,1,0.01
12.61029996,1.69e-05,1.097381824,4qam_0.75,1,0.01
12.62059991,0.008817633,1.170518162,qam16_0.5,2,0.01
12.72059991,0.007305556,1.167215002,qam16_0.5,2,0.01
12.82059991,0.005850242,1.163717427,qam16_0.5,2,0.01
12.92059991,0.005142512,1.159401355,qam16_0.5,2,0.01
13.02059991,0.003923913,1.158802216,qam16_0.5,2,0.01
13.12059991,0.003427536,1.152496541,qam16_0.5,2,0.01
13.22059991,0.003095411,1.152751746,qam16_0.5,2,0.01
13.32059991,0.002321256,1.144182287,qam16_0.5,2,0.01
13.42059991,0.002270531,1.147952703,qam16_0.5,2,0.01
13.52059991,0.001615942,1.136376191,qam16_0.5,2,0.01
13.62059991,0.0014843,1.139520128,qam16_0.5,2,0.01
13.72059991,0.001111111,1.14000363,qam16_0.5,2,0.01
13.82059991,0.000630435,1.138311726,qam16_0.5,2,0.01
13.92059991,0.000679952,1.139447588,qam16_0.5,2,0.01
14.02059991,0.000468599,1.138322453,qam16_0.5,2,0.01
14.12059991,0.009592995,1.078454751,qam16_0.75,3,0.01
14.22059991,0.008012077,1.077536442,qam16_0.75,3,0.01
14.32059991,0.006225845,1.077007425,qam16_0.75,3,0.01
14.42059991,0.004463768,1.075145152,qam16_0.75,3,0.01
14.52059991,0.00418599,1.072186454,qam16_0.75,3,0.01
14.62059991,0.003411836,1.07198248,qam16_0.75,3,0.01
14.72059991,0.002832126,1.068899933,qam16_0.75,3,0.01
14.82059991,0.00228744,1.067339034,qam16_0.75,3,0.01
14.92059991,0.002258454,1.068246015,qam16_0.75,3,0.01
15.02059991,0.00159058,1.067407911,qam16_0.75,3,0.01
15.12059991,0.001657005,1.063829509,qam16_0.75,3,0.01
15.22059991,0.000839372,1.061562351,qam16_0.75,3,0.01
15.32059991,0.000922705,1.06068061,qam16_0.75,3,0.01
15.42059991,0.000716184,1.062800496,qam16_0.75,3,0.01
15.52059991,0.000562802,1.059677211,qam16_0.75,3,0.01
15.62059991,0.000311594,1.06069002,qam16_0.75,3,0.01
15.72059991,0.000357488,1.057035408,qam16_0.75,3,0.01
15.82059991,0.000262077,1.05605577,qam16_0.75,3,0.01
15.92059991,0.000301932,1.053202365,qam16_0.75,3,0.01
16.02059991,0.000201691,1.052828736,qam16_0.75,3,0.01
16.12059991,0.000118357,1.049915606,qam16_0.75,3,0.01
16.22059991,0.000119565,1.052833244,qam16_0.75,3,0.01
16.32059991,0.000120773,1.051232895,qam16_0.75,3,0.01
16.42059991,0.000102657,1.049846125,qam16_0.75,3,0.01
16.52059991,3.86e-05,1.051365276,qam16_0.75,3,0.01
16.62059991,6.28e-05,1.04895252,qam16_0.75,3,0.01
16.72059991,1.09e-05,1.048571709,qam16_0.75,3,0.01
16.82059991,2.29e-05,1.046960219,qam16_0.75,3,0.01
16.92059991,6.04e-05,1.045424105,qam16_0.75,3,0.01
17.02059991,1.21e-05,1.043006773,qam16_0.75,3,0.01
17.12059991,3.02e-05,1.045651258,qam16_0.75,3,0.01
17.22059991,1.81e-05,1.043336446,qam16_0.75,3,0.01
17.32059991,3.02e-05,1.041950689,qam16_0.75,3,0.01
17.42059991,1.81e-05,1.040341932,qam16_0.75,3,0.01
17.52059991,2.29e-05,1.039448905,qam16_0.75,3,0.01
17.62059991,2.54e-05,1.038508602,qam16_0.75,3,0.01
17.72059991,2.42e-05,1.038717101,qam16_0.75,3,0.01
17.82059991,2.66e-05,1.040536765,qam16_0.75,3,0.01
17.92059991,2.42e-05,1.036065264,qam16_0.75,3,0.01
18.02059991,6.04e-06,1.038134008,qam16_0.75,3,0.01
18.12059991,2.66e-05,1.0344376,qam16_0.75,3,0.01
18.22059991,3.14e-05,1.039333744,qam16_0.75,3,0.01
18.32059991,1.93e-05,1.033414117,qam16_0.75,3,0.01
18.42059991,1.09e-05,1.032144488,qam16_0.75,3,0.01
18.52059991,2.54e-05,1.033759394,qam16_0.75,3,0.01
18.62059991,3.02e-05,1.033298782,qam16_0.75,3,0.01
18.72059991,2.17e-05,1.033587254,qam16_0.75,3,0.01
18.82059991,2.17e-05,1.033456898,qam16_0.75,3,0.01
18.92059991,3.74e-05,1.029249654,qam16_0.75,3,0.01
19.02059991,1.57e-05,1.030815834,qam16_0.75,3,0.01
19.12059991,9.66e-06,1.029101631,qam16_0.75,3,0.01
19.22059991,1.57e-05,1.02920221,qam16_0.75,3,0.01
19.32059991,1.81e-05,1.029888332,qam16_0.75,3,0.01
19.42059991,1.57e-05,1.027500134,qam16_0.75,3,0.01
19.52059991,2.54e-05,1.028896449,qam16_0.75,3,0.01
19.62059991,1.69e-05,1.025847266,qam16_0.75,3,0.01
19.72059991,2.78e-05,1.026499182,qam16_0.75,3,0.01
